temporada,nombre_inc,rol,nompredrea,USO_TIERRA,USO,SUBUSO,ESTRUCTURA,COBERTURA,ALTURA,TIPO_FORES,SUBTIPOFOR,NOM_REG,NOM_PROV,NOM_COM,SOLICITUD,ESTAD_SOL,ANO,NOM_PREDIO,ROL_AVAL,LONG,LAT
2016-2017,CERRO DE LA VIRGEN,4106-18,FUNDO BELLAVISTA,Bosque Nativo Renoval Abierto,Bosques,Bosque Nativo,Renoval,Abierto,2 - 4,Esclerofilo,Espino,Region del Maule,Talca,Talca,,,0,,,-71.6961,-35.4193
2016-2017,BRISAS DEL ED?ëN,3983-7,BRISAS DEL EDEN,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.5969,-35.3869
2016-2017,RIVERA RIO CLARO,RIO CLARO,,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Talca,Talca,,,0,,,-71.6595,-35.3994
2016-2017,LIRCAY,VP-WW,,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Talca,Talca,,,0,,,-71.6144,-35.3987
2016-2017,VILLA  MAGISTERIO,TALCA,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6983,-35.4436
2016-2017,REGINA PACIS,TALCA,,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Talca,Talca,,,0,,,-71.6779,-35.4248
2016-2017,BAJO  26 SUR,TALCA,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6925,-35.4384
2016-2017,FITAL,TALCA,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6782,-35.4175
2016-2017,GIMNASIO REGIONAL,TALCA,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6387,-35.4249
2016-2017,GIMNASIO REGIONAL,TALCA,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6397,-35.4238
2016-2017,NUEVA HOLANDA,TALCA,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6327,-35.4244
2016-2017,SANTA MARTA,TALCA,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6409,-35.4364
2016-2017,ESTRELLA DE LIRCAY,3983-200,EST DE LIRCAY PC 12,Matorral Abierto,Praderas y Matorrales,Matorral,No Aplica,Abierto,,,,Region del Maule,Talca,Talca,,,0,,,-71.6429,-35.3826
2016-2017,BUENAVISTA,4121-7,,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Talca,Talca,,,0,,,-71.6597,-35.3876
2016-2017,PROVIDENCIA,3983-142,PROVIDENCIA PARCELA 6,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.5778,-35.3958
2016-2017,PUENTE LIRCAY,3983-16,20 ORIENTE 4465 CALLE SERVICIO,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6171,-35.3957
2016-2017,PUENTE LIRCAY,3983-16,20 ORIENTE 4465 CALLE SERVICIO,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6164,-35.3953
2016-2017,CERRILLO ESPERANZA,3729-20,LA FLORIDA,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Talca,Talca,,,0,,,-71.6231,-35.4681
2016-2017,SAN MARCOS,3731-2,,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Talca,Talca,,,0,,,-71.6938,-35.4335
2016-2017,BELLA VISTA,4106-15,FUNDO BELLAVISTA,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6948,-35.4287
2016-2017,PANAMERICANA,3727-6,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6458,-35.4502
2016-2017,MOLINO TALCA,3728-2,CAM A DUAO,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6494,-35.4502
2016-2017,EL TABACO,3701-1,LAS MERCEDES LOTE A,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6521,-35.4507
2016-2017,CERRILLO CAIVAN,3729-30,,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Maule,,,0,,,-71.6341,-35.4851
2016-2017,BAJO LA FLORIDA,RIO CLARO,,Rios,Cuerpos de Agua,Rios,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6976,-35.4347
2016-2017,VILLA RIOS,TALCA,,Rios,Cuerpos de Agua,Rios,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6618,-35.4026
2016-2017,CAR,TALCA,,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Talca,Talca,,,0,,,-71.6737,-35.4107
2016-2017,EL MEMBRILLO,SR,,Praderas Perennes,Praderas y Matorrales,Praderas,Praderas Perennes,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.3239,-35.2537
2016-2017,AGUA BUENA,411-27,AGUA BUENA 1,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.1517,-35.2683
2016-2017,CHACARILLAS,511-5,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.3700,-35.3919
2016-2017,CELULOSA CONSTITUCION,CONSTITUCION,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4228,-35.3263
2016-2017,EL CARBON PART.,512-179,VINALES LT 2,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4081,-35.3644
2016-2017,EL HUILLIN NORTE,407-24,EL PARRON,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.1781,-35.4203
2016-2017,EL ROSAL PART,476-25,EL ROSAL,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.3897,-35.4217
2016-2017,LA LOMA Y LOMA DE MAYO PART.,476-25,EL ROSAL,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4019,-35.4289
2016-2017,CHACARILLAS,SR,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4293,-35.3478
2016-2017,CHACARILLAS,SR,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4288,-35.3493
2016-2017,EL PERAL-N,424-51,EL PERAL,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.2885,-35.4495
2016-2017,MAGUILLIN PART.,476-3,BUENA VISTA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4428,-35.4214
2016-2017,BUENA VISTA MAUREIRA,476-3,BUENA VISTA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4420,-35.4207
2016-2017,BUENA VISTA MAUREIRA,476-3,BUENA VISTA,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Talca,Constitucion,,,0,,,-72.4444,-35.4192
2016-2017,BUENA VISTA MAUREIRA,476-3,BUENA VISTA,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Talca,Constitucion,,,0,,,-72.4443,-35.4217
2016-2017,TRAPICHE 2,SR,,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.0597,-35.2906
2016-2017,CERRO ALTO PART.,VP-PP,,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4344,-35.3433
2016-2017,CHACARILLAS,VP-PP,,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4340,-35.3310
2016-2017,EL NARANJO,311-42,PANGALILLO HIJ 5,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4056,-35.3539
2016-2017,CHACARILLAS,VILLA COPIHUE,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4265,-35.3325
2016-2017,CHACARILLAS,VILLA COPIHUE,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4261,-35.3311
2016-2017,CHACARILLAS,512-24,CHACARILLAS,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4236,-35.3342
2016-2017,CHACARILLAS,512-24,CHACARILLAS,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4306,-35.3383
2016-2017,CHACARILLAS,512-24,CHACARILLAS,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4215,-35.3344
2016-2017,CHACARILLAS,512-24,CHACARILLAS,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4242,-35.3392
2016-2017,CHACARILLAS,512-24,CHACARILLAS,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4233,-35.3356
2016-2017,EL NARANJO,SR,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4128,-35.3569
2016-2017,QUIVOLGO 1,315-7,QUIVOLGO,Playas y Dunas,Areas Desprovistas de Vegetaci?â,Playas y Dunas,,,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4050,-35.3151
2016-2017,QUIVOLGO 1,315-7,QUIVOLGO,Praderas Perennes,Praderas y Matorrales,Praderas,Praderas Perennes,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.3978,-35.3089
2016-2017,PELLINES I,SR,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.5156,-35.5019
2016-2017,SIERRA ALEGR PART.,151-40,BUENA VISTA,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Empedrado,,,0,,,-72.3069,-35.5992
2016-2017,BUENA VISTA FRIGERIO,SR,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4364,-35.4086
2016-2017,SIERRA ALEGRE PART.,216-95,EL AVELLANO,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Empedrado,,,0,,,-72.3142,-35.5911
2016-2017,BUENA VISTA-N,151-23,ZANCADILLAS LT C-D,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Empedrado,,,0,,,-72.3099,-35.5935
2016-2017,LA ORILLA,296-12,BARRANQUILLA SECTOR LA ORILLA,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Talca,Empedrado,,,0,,,-72.2105,-35.6208
2016-2017,LA QUEBRADA // JUNQUILLAR,VP-M,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-72.1675,-35.6286
2016-2017,QUENEHUAO,295-73,QUENEHUAO,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Empedrado,,,0,,,-72.1864,-35.6472
2016-2017,QUENEHUAO,295-73,QUENEHUAO,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Empedrado,,,0,,,-72.1814,-35.6389
2016-2017,PALQUIAL,387-19,EL PALQUIAL,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.8812,-35.5683
2016-2017,SEPULTURA HIJ.2 CONV.2016,287-24,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-71.9923,-35.5936
2016-2017,SANTA MAR?ìA DE MINGRE,387-5,SAN FRANCISCO,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-71.9942,-35.5878
2016-2017,ALTO EL RIO,225-51,STA RITA LT B,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7717,-35.6200
2016-2017,SAN CAYETANO,387-18,TABONTINAJA HJ A,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Linares,San Javier,,,0,,,-71.8823,-35.5943
2016-2017,LOS MAITENES,225-20,MILLAHUE SUR,Praderas Perennes,Praderas y Matorrales,Praderas,Praderas Perennes,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7970,-35.6209
2016-2017,PURAPEL CONV. 2017,261-2,PURAPEL,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,2 - 4,Esclerofilo,Esclerofilo,Region del Maule,Linares,San Javier,,,0,,,-72.0415,-35.7134
2016-2017,SAN VICENTE (ARAUCO),387-47,SANTA ANA LT A,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,2 - 4,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Linares,San Javier,,,0,,,-71.9183,-35.5739
2016-2017,STA. MARIA MINGRE PART.,387-37,FUNDO SANTA MARIA DE MINGRE LOTE DOS,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Espino,Region del Maule,Linares,San Javier,,,0,,,-72.0122,-35.5758
2016-2017,LA CHIRIPA,201-7,I LA CHIRIPA,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7355,-35.5652
2016-2017,ISLA DE MAULECO,201-7,I LA CHIRIPA,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7328,-35.5656
2016-2017,EL LUCERO,220-40,PARC 9 10 11 12 Y 1,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7073,-35.6153
2016-2017,LAS VERTIENTES,202-5,LAS VERTIENTES,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.6984,-35.5640
2016-2017,LA CHIRIPA,202-30,ISLA DE PANDO,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7313,-35.5821
2016-2017,CERRO LA CRUZ,209-115,BOBADILLA OTE LT 2,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.6939,-35.5710
2016-2017,ORILLA DE MAULE,SR,,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.6336,-35.5808
2016-2017,PARCELA 42 CALIBORO PART,278-74,SANTA JAVIERA,Praderas Perennes,Praderas y Matorrales,Praderas,Praderas Perennes,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7825,-35.6858
2016-2017,MELOZAL NORTE,278-52,LA HIGUERA,Matorral Denso,Praderas y Matorrales,Matorral,No Aplica,Denso,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7723,-35.7083
2016-2017,MELOZAL,277-101,LAS TORCAS MELOZAL,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-71.8018,-35.7113
2016-2017,BOTACURA PART.,227-2,VILLAVICENCIO,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.8889,-35.5997
2016-2017,FUNDO MONTE PINO CONV.2016,392-5,MONTE QUEMADO CODELLIMA,Matorral Abierto,Praderas y Matorrales,Matorral,No Aplica,Abierto,,,,Region del Maule,Linares,San Javier,,,0,,,-72.0756,-35.6025
2016-2017,HIJUELA SAN VICENTE PART.,258-11,LA QUINTA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-71.9633,-35.6894
2016-2017,VILLABORO,258-11,LA QUINTA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-71.9650,-35.6900
2016-2017,MANANTIALES,280-28,PARCELA 43 PROYECTO PARCELACIOJAVIER,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.8042,-35.6757
2016-2017,EL MORRO,278-59,EL MORRO,Matorral Abierto,Praderas y Matorrales,Matorral,No Aplica,Abierto,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7803,-35.7012
2016-2017,HUERTA MAULE,266-14,LOS MAJUELOS,Praderas Anuales,Praderas y Matorrales,Praderas,Praderas Anuales,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-71.9723,-35.6938
2016-2017,EL GUPO,266-6,FUNDO CARRIZAL,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.8829,-35.7050
2016-2017,LA RIBERA,278-40,EL MOGOTE MELOZAL,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7950,-35.7111
2016-2017,ALTO DEL RIO,225-51,STA RITA LT B,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7727,-35.6185
2016-2017,ALTO EL RIO,225-51,STA RITA LT B,Matorral Semidenso,Praderas y Matorrales,Matorral,No Aplica,Semidenso,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7720,-35.6193
2016-2017,ALQUIHUE,281-88,LLANOS DE ALQUIHUELT 1 -A,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.8089,-35.6581
2016-2017,LA GOTERA,278-74,SANTA JAVIERA,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Esclerofilo,Region del Maule,Linares,San Javier,,,0,,,-71.7781,-35.6931
2016-2017,TABONTINAJA HIJ. A,L-30-M,,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,2 - 4,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Linares,San Javier,,,0,,,-71.9547,-35.5982
2016-2017,SAN JAVIER,212-126,STA ROSA LOTE A Y B,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7019,-35.5976
2016-2017,LOS TILOS,220-128,,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.6991,-35.6181
2016-2017,CAJONES-SAN BALDOMERO,280-7,LAS PENAS,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Linares,San Javier,,,0,,,-71.8234,-35.6522
2016-2017,EL PARRON,225-2,LA HIGUERA,Matorral Arborescente Abierto,Praderas y Matorrales,Matorral Arborescente,No Aplica,Abierto,,,,Region del Maule,Linares,San Javier,,,0,,,-71.7666,-35.5851
2016-2017,LOURDES,157-37,HJ B FDO LOURDES,Matorral Arborescente Semidenso,Praderas y Matorrales,Matorral Arborescente,No Aplica,Semidenso,,,,Region del Maule,Curico,Licantue,,,0,,,-72.0114,-34.9828
2016-2017,EL PUENTE,VP-J,,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Curico,Licantue,,,0,,,-71.9764,-34.9772
2016-2017,CULENAR,131-4,PC 26 FUNDO EL CULENAR,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Curico,Sagrada Familia,,,0,,,-71.6674,-35.1095
2016-2017,LOS JUNQUILLOS,151-1,HIJUELA DE ABAJO,Matorral Arborescente Semidenso,Praderas y Matorrales,Matorral Arborescente,No Aplica,Semidenso,,,,Region del Maule,Curico,Licantue,,,0,,,-71.9570,-34.9613
2016-2017,BOSQUES DE IDAHUE,160-7,PARRANCA,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Curico,Licantue,,,0,,,-71.9339,-34.9925
2016-2017,GUALLECO,VP-MMM,,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Curepto,,,0,,,-71.9853,-35.2400
2016-2017,GUALLECO,210-56,LOS MAQUIS,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Talca,Curepto,,,0,,,-71.9937,-35.2465
2016-2017,LAS AGUILAS,212-21,LEONERA,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Talca,Curepto,,,0,,,-71.9617,-35.2881
2016-2017,HUAQUEN,204-17,HUAQUEN,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Curico,Sagrada Familia,,,0,,,-71.6860,-35.1086
2016-2017,QUEBRADA DE REYES,K-240,,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Talca,Curepto,,,0,,,-71.9464,-35.1092
2016-2017,LA POSECION CONV.2017,201-120,ESTANCILLA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Curepto,,,0,,,-71.8791,-35.1081
2016-2017,LA POSECION CONV.2017,VP-V,,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Talca,Curepto,,,0,,,-71.8728,-35.1051
2016-2017,LA ESTANCILLA // LA POSESION,VP-V,,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Talca,Curepto,,,0,,,-71.8769,-35.1053
2016-2017,LA POSECION CONV.2017,VP-V,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Curepto,,,0,,,-71.8758,-35.1033
2016-2017,TABUNCO//EL AGUILA CONVENIO,214-90,PARCELA DOS,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Talca,Curepto,,,0,,,-71.9880,-35.1750
2016-2017,EL LLANO LA PALMA,VP-KKKKKK,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Curepto,,,0,,,-71.8156,-35.1431
2016-2017,LOS CARDENALES,175-155,LOS CARDENALES LT B,Matorral Arborescente Abierto,Praderas y Matorrales,Matorral Arborescente,No Aplica,Abierto,,,,Region del Maule,Talca,Curepto,,,0,,,-72.0451,-35.0568
2016-2017,LIBUN,111-63,LIBUN HJ 2 PTE,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Talca,Pencahue,,,0,,,-71.9033,-35.3303
2016-2017,LA ISLA,133-62,VILLA PRAT LA ISLA,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Curico,Sagrada Familia,,,0,,,-71.6383,-35.0982
2016-2017,EL CULENAR,131-95,LT 1 LOMAS DEL CULENAR,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Sagrada Familia,,,0,,,-71.6031,-35.1401
2016-2017,GUAICUT?ëN,131-95,LT 1 LOMAS DEL CULENAR,Matorral-Pradera Abierto,Praderas y Matorrales,Matorral-Pradera,No Aplica,Abierto,,,,Region del Maule,Curico,Sagrada Familia,,,0,,,-71.5937,-35.1474
2016-2017,DOCAMAVIDA,RIO MATAQUITO,,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Talca,Curepto,,,0,,,-71.9271,-35.0042
