temporada,nombre_inc,rol,nompredrea,USO_TIERRA,USO,SUBUSO,ESTRUCTURA,COBERTURA,ALTURA,TIPO_FORES,SUBTIPOFOR,NOM_REG,NOM_PROV,NOM_COM,SOLICITUD,ESTAD_SOL,ANO,NOM_PREDIO,ROL_AVAL,LONG,LAT
2016-2017,EL LITRE,SR,,Otros Terrenos H?â??medos,Humedales,Otros Terrenos H?â??medos,,,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0408,-34.8475
2016-2017,PUNTA DEL BARCO,161-5,VIVERO Y DUNA,Plantacion con Exoticas Asilvestradas,Bosques,Plantacion,con Exoticas Asilvestradas,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0554,-34.7966
2016-2017,URACO,131-23,URACO,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0095,-34.9063
2016-2017,URACO // SAN CARLOS,VP-O,,Matorral Arborescente Abierto,Praderas y Matorrales,Matorral Arborescente,No Aplica,Abierto,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0094,-34.8842
2016-2017,PUNTA DEL BARCO,VP-Y,,Matorral Arborescente Abierto,Praderas y Matorrales,Matorral Arborescente,No Aplica,Abierto,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0394,-34.8073
2016-2017,QUESERIA,155-11,QUESERIA,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0808,-34.8118
2016-2017,QUESER?ìA 2,155-11,QUESERIA,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Curico,Vichuquen,,,0,,,-72.0781,-34.8100
2016-2017,EL MORRO,260-61,LOS PEUMOS,Terreno de Uso Agricola,Terrenos Agricolas,Terreno de Uso Agricola,,,,,,Region del Maule,Cauquenes,Chanco,,,0,,,-72.4750,-35.6526
2016-2017,QUEBRADA HONDA,476-6,FUNDO EL ROSAL,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4136,-35.3875
2016-2017,MACAL,M-148,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.1131,-35.2449
2016-2017,VI?æALES,512-61,CRUCE VINALES,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4044,-35.3667
2016-2017,PUT?Ü,356-94,CUCHI LT 1,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.2689,-35.1797
2016-2017,EL TROPEZ?ôN,466-264,PELLINES PC 1,Rotacion Cultivo-Pradera,Terrenos Agricolas,Rotacion Cultivo-Pradera,,,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.5127,-35.5010
2016-2017,VILLA COPIHUE,VILLA COPIHUE,,Praderas Perennes,Praderas y Matorrales,Praderas,Praderas Perennes,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4264,-35.3269
2016-2017,CHACARILLAS,512-24,CHACARILLAS,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4258,-35.3338
2016-2017,SAN RAMON,311-4,CHAHUILCO,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.3617,-35.4081
2016-2017,FUNDO LA CULEBRA,SR,,Praderas Perennes,Praderas y Matorrales,Praderas,Praderas Perennes,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.4348,-35.4154
2016-2017,EL LITRE 2,SR,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.2814,-35.2212
2016-2017,EL LITRE,SR,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Constitucion,,,0,,,-72.2828,-35.2217
2016-2017,LA PALMILLA,VP-QQ,,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-72.0731,-35.4812
2016-2017,PATAGUILLA,SR,,Bosque Nativo Renoval Semidenso,Bosques,Bosque Nativo,Renoval,Semidenso,< 2,Esclerofilo,Espino,Region del Maule,Linares,San Javier,,,0,,,-72.0045,-35.5865
2016-2017,EL BOLDO,L-30-M,,Matorral Abierto,Praderas y Matorrales,Matorral,No Aplica,Abierto,,,,Region del Maule,Linares,San Javier,,,0,,,-72.0401,-35.5769
2016-2017,LOS RISCOS,377-108,EL MOLINO SANTA ANA LT 4,Ciudades. Pueblos. Zonas Industriales,Areas Urbanas e Industriales,Ciudades. Pueblos. Zonas Industriales,,,,,,Region del Maule,Linares,San Javier,,,0,,,-72.1126,-35.5566
2016-2017,NIRIVILO,580-93,,Plantacion Joven o Recien Cosechada,Bosques,Plantacion,Joven o Recien Cosechada,No Aplica,,,,Region del Maule,Linares,San Javier,,,0,,,-72.0899,-35.5523
2016-2017,PALHUEN,213-20,PALHUEN,Plantacion Adulta,Bosques,Plantacion,Adulta,No Aplica,,,,Region del Maule,Talca,Curepto,,,0,,,-72.0131,-35.2180
2016-2017,BATUCO,VP-BBBB,,Bosque Nativo Renoval Denso,Bosques,Bosque Nativo,Renoval,Denso,< 2,Esclerofilo,Peumo-Quillay-Litre,Region del Maule,Talca,Curepto,,,0,,,-72.0155,-35.3324
2016-2017,CERRO DE ARENA,236-1,DUNAS DE CHANCO,Playas y Dunas,Areas Desprovistas de Vegetaci?â,Playas y Dunas,,,,,,Region del Maule,Cauquenes,Chanco,,,0,,,-72.5717,-35.7334
2016-2017,EL CHOCO (AMENAZA),,,,,,,,,,,,,,,,0,,,-72.4511,-36.1612
